	target	text	sentiment
3649	wine list	great wine list (italian), good food, service was INITIALLY fine.	1
3650	food	great wine list (italian), good food, service was INITIALLY fine.	1
3651	space	Despite the fact that the space is large, they've overcrowded the floor with tables.	1
3652	tables	Despite the fact that the space is large, they've overcrowded the floor with tables.	-1
3653	sandwiches	Unlike other places in NYC where the sandwiches you want only come as a triple-decker, here you can get what you want in a reasonably-sized portion (and price).	-1
3654	price	Unlike other places in NYC where the sandwiches you want only come as a triple-decker, here you can get what you want in a reasonably-sized portion (and price).	1
3655	portion	Unlike other places in NYC where the sandwiches you want only come as a triple-decker, here you can get what you want in a reasonably-sized portion (and price).	1
3656	Staffs	Staffs are not that friendly, but the taste covers all.	-1
3657	taste	Staffs are not that friendly, but the taste covers all.	1
3658	sake list	Their sake list was extensive, but we were looking for Purple Haze, which wasn't listed but made for us upon request!	1
3659	tables	The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.	-1
3660	menu	The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.	0
3661	wine list	The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.	-1
3662	appetizer	They are served with a free appetizer and the portions are perfect for lunch.	1
3663	portions	They are served with a free appetizer and the portions are perfect for lunch.	1
3664	served	They are served with a free appetizer and the portions are perfect for lunch.	0
3665	lunch	They are served with a free appetizer and the portions are perfect for lunch.	0
3666	space	There is actually space to breathe and the decor sets the tone for an intimate dinner.	1
3667	decor	There is actually space to breathe and the decor sets the tone for an intimate dinner.	1
3668	dinner	There is actually space to breathe and the decor sets the tone for an intimate dinner.	0
3669	rice	Furthermore, the rice had no seasoning, so the sushi was bland and disgusting.	-1
3670	sushi	Furthermore, the rice had no seasoning, so the sushi was bland and disgusting.	-1
3671	seasoning	Furthermore, the rice had no seasoning, so the sushi was bland and disgusting.	-1
3672	sushi	This place has realy fresh sushi and a nice large menu of Japanese classic cuisine.	1
3673	menu	This place has realy fresh sushi and a nice large menu of Japanese classic cuisine.	1
3674	Japanese classic cuisine	This place has realy fresh sushi and a nice large menu of Japanese classic cuisine.	1
3675	sushi	The sushi is average and the prices are anything but.	0
3676	prices	The sushi is average and the prices are anything but.	0
3677	spinach	My wife and I also enjoyed the spinach, the Shanghai low mein, and other attractions.	1
3678	Shanghai low mein	My wife and I also enjoyed the spinach, the Shanghai low mein, and other attractions.	1
3679	wine menu	Three page wine menu, one page entree and horedevous.	1
3680	entree	Three page wine menu, one page entree and horedevous.	1
3681	horedevous	Three page wine menu, one page entree and horedevous.	1
3682	food	The food is consistently wonderful - I've been coming here for years, and the owner has always been accomodating and friendly.	1
3683	owner	The food is consistently wonderful - I've been coming here for years, and the owner has always been accomodating and friendly.	1
3684	waiters	The waiters and owners were nonchalant about this and promised to call the exterminator but weren't as dismayed or apologetic as I would have expected.	-1
3685	owners	The waiters and owners were nonchalant about this and promised to call the exterminator but weren't as dismayed or apologetic as I would have expected.	-1
3686	drink	If you're looking for a place to sit down, have a drink and conversations with friends, go to sweet-n-tart and order yourself a hong-kong styled milk and tea with tapioca pearls (hot).	0
3687	hong-kong styled milk	If you're looking for a place to sit down, have a drink and conversations with friends, go to sweet-n-tart and order yourself a hong-kong styled milk and tea with tapioca pearls (hot).	1
3688	tea with tapioca pearls (hot)	If you're looking for a place to sit down, have a drink and conversations with friends, go to sweet-n-tart and order yourself a hong-kong styled milk and tea with tapioca pearls (hot).	1
3689	chef	Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.	0
3690	assortment of fish	Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.	0
3691	Fatty Yellow Tail	Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.	0
3692	Boton Shrimp	Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.	0
3693	Sea Eel	Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.	0
3694	Sea Urchin	Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.	0
3695	Blue Fin Torro (Fatty Tuna)	Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.	0
3696	room	While the room is not particularly comfortable, once you're seated you'll forget about everything except what's on your plate.	-1
3697	plate	While the room is not particularly comfortable, once you're seated you'll forget about everything except what's on your plate.	1
3698	crew	Winnie and her staff are the best crew you can find serving you.	1
3699	staff	Winnie and her staff are the best crew you can find serving you.	1
3700	serving	Winnie and her staff are the best crew you can find serving you.	1
3701	ambiance	The ambiance is minimal the food is not phenomenal, but some dishes are quite good, such as the eggplant parmesan, veal in carozza chicken saltimbocca.	1
3702	food	The ambiance is minimal the food is not phenomenal, but some dishes are quite good, such as the eggplant parmesan, veal in carozza chicken saltimbocca.	-1
3703	dishes	The ambiance is minimal the food is not phenomenal, but some dishes are quite good, such as the eggplant parmesan, veal in carozza chicken saltimbocca.	1
3704	eggplant parmesan	The ambiance is minimal the food is not phenomenal, but some dishes are quite good, such as the eggplant parmesan, veal in carozza chicken saltimbocca.	1
3705	veal in carozza chicken saltimbocca	The ambiance is minimal the food is not phenomenal, but some dishes are quite good, such as the eggplant parmesan, veal in carozza chicken saltimbocca.	1
3706	host	My host asked for appetizers for the group and the waiter gave us not only what we ordered, but some other items that were not ordered.	0
3707	appetizers	My host asked for appetizers for the group and the waiter gave us not only what we ordered, but some other items that were not ordered.	0
3708	waiter	My host asked for appetizers for the group and the waiter gave us not only what we ordered, but some other items that were not ordered.	0
3709	bar	The bar has various selections and the mixed drink special is a catcher! 2 for 1's.	1
3710	mixed drink special	The bar has various selections and the mixed drink special is a catcher! 2 for 1's.	1
3711	food	If it isn't for the food (A+++), it must be the service or the ambience.	1
3712	service	If it isn't for the food (A+++), it must be the service or the ambience.	1
3713	ambience	If it isn't for the food (A+++), it must be the service or the ambience.	1
3714	chef	During the course of the past 3 months, the chef and staff changed and it was not for the better.	-1
3715	staff	During the course of the past 3 months, the chef and staff changed and it was not for the better.	-1
3716	waiting area	Yes you have to wait to be seated and because its small there is no waiting area and the seat at the bar was all taken.	-1
3717	seat	Yes you have to wait to be seated and because its small there is no waiting area and the seat at the bar was all taken.	-1
3718	bar	Yes you have to wait to be seated and because its small there is no waiting area and the seat at the bar was all taken.	0
3719	wait	Yes you have to wait to be seated and because its small there is no waiting area and the seat at the bar was all taken.	-1
3720	food	The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.	-1
3721	flavor	The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.	-1
3722	dish	The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.	-1
3723	spice	The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.	-1
3724	Argentinian Pizza	We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a large Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.	0
3725	lunch	We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a large Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.	0
3726	Pelligrino	We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a large Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.	1
3727	pizza	We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a large Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.	1
3728	goat cheese	We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a large Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.	1
3729	blue cheese	We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a large Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.	1
3730	kamasutra	The 'kamasutra' and 'bombay cosmopolitan' are excellent and will have you tipsy in no time.	1
3731	bombay cosmopolitan	The 'kamasutra' and 'bombay cosmopolitan' are excellent and will have you tipsy in no time.	1
3732	cost	Even with a relatively inexpensive botle of wine, if you can call $70.00 inexpensive, the cost is through the roof for better than average fare.	-1
3733	Service	Service was slow, but the people were friendly.	-1
3734	people	Service was slow, but the people were friendly.	1
3735	steak	The steak was very fatty and the sauce was overpowering and not very tasty.	-1
3736	sauce	The steak was very fatty and the sauce was overpowering and not very tasty.	-1
3737	staff	The staff makes you feel at home, the food is great and the atmosphere is WONDERFUL!	1
3738	food	The staff makes you feel at home, the food is great and the atmosphere is WONDERFUL!	1
3739	atmosphere	The staff makes you feel at home, the food is great and the atmosphere is WONDERFUL!	1
3740	steak dish	The food is alright - some stuff is good - some is not (like the steak dish which tends to be dry).	-1
3741	staff	The staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check.	-1
3742	sushi	The staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check.	0
3743	check	The staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check.	0
3744	dinner	The staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check.	0
3745	bar	The staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check.	0
3746	somosas	I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.	1
3747	chai	I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.	1
3748	chole	I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.	1
3749	dhosas	I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.	-1
3750	dhal	I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.	-1
3751	bathroom	The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.	-1
3752	food	Great food, great decor, great service.	1
3753	decor	Great food, great decor, great service.	1
3754	service	Great food, great decor, great service.	1
3755	tables	And, atlhough tables opened up next to us and we ASKED for a slightly larger space, they left us awkardly seated.	0
3756	space	And, atlhough tables opened up next to us and we ASKED for a slightly larger space, they left us awkardly seated.	0
3757	palak paneer	The palak paneer was standard, and I was not a fan of the malai kofta.	0
3758	malai kofta	The palak paneer was standard, and I was not a fan of the malai kofta.	0
3759	dining	I've dined at Alain Ducasse's restaurant in Monte Carlo for half the price for the same excellent dining experience.	1
3760	price	I've dined at Alain Ducasse's restaurant in Monte Carlo for half the price for the same excellent dining experience.	1
3761	food	Save your money and don't waste your calories, go to Margharita's on Washington Street instead, they have amazing food and the BEST service.	1
3762	service	Save your money and don't waste your calories, go to Margharita's on Washington Street instead, they have amazing food and the BEST service.	1
3763	service	The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.	1
3764	dish	The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.	1
3765	spring rolls	The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.	1
3766	cod with pineapple tempura	The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.	1
3767	bottle	The only weird thing was if we got a bottle, the waitress would have simply multiplied the glass price X4, which makes no sense whatsoever.	0
3768	waitress	The only weird thing was if we got a bottle, the waitress would have simply multiplied the glass price X4, which makes no sense whatsoever.	-1
3769	price	The only weird thing was if we got a bottle, the waitress would have simply multiplied the glass price X4, which makes no sense whatsoever.	-1
3770	sushi	They sell special sushi, everything have a topping, sauce and etc.	1
3771	sauce	They sell special sushi, everything have a topping, sauce and etc.	1
3772	topping	They sell special sushi, everything have a topping, sauce and etc.	1
3773	service	The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.	1
3774	place	The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.	-1
3775	service	The service was excellent and the food was delicious.	1
3776	food	The service was excellent and the food was delicious.	1
3777	portions	I would not have been so disappointed with the portions if the qualities were good enough to make up for it, but they were not!	-1
3778	qualities	I would not have been so disappointed with the portions if the qualities were good enough to make up for it, but they were not!	-1
3779	atmosphere	Good atmosphere, combination of all the hottest music dress code is relatively strict except on Fridays.	1
3780	music	Good atmosphere, combination of all the hottest music dress code is relatively strict except on Fridays.	1
3781	dress cod	Good atmosphere, combination of all the hottest music dress code is relatively strict except on Fridays.	-1
3782	candles	I would highly recommend Nina's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures.	1
3783	dinner	I would highly recommend Nina's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures.	1
3784	surrounding	I would highly recommend Nina's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures.	1
3785	pictures	I would highly recommend Nina's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures.	1
3786	sushi	The sushi has been from average to below average, the wait service has always been sub-par the atmosphere goes from nice to really irritating (if you sit in the area beyond the kitchen, the acousitcs are horrid, everything echoes is extremely loud).	-1
3787	wait service	The sushi has been from average to below average, the wait service has always been sub-par the atmosphere goes from nice to really irritating (if you sit in the area beyond the kitchen, the acousitcs are horrid, everything echoes is extremely loud).	-1
3788	area	The sushi has been from average to below average, the wait service has always been sub-par the atmosphere goes from nice to really irritating (if you sit in the area beyond the kitchen, the acousitcs are horrid, everything echoes is extremely loud).	-1
3789	drink	I would recommend putting your name down and then getting a drink at a local bar first though because of the wait time.	0
3790	bar	I would recommend putting your name down and then getting a drink at a local bar first though because of the wait time.	0
3791	wait time	I would recommend putting your name down and then getting a drink at a local bar first though because of the wait time.	-1
3792	table	I keep my fingers crossed the whole subway ride hoping that there will be a table I can sit at by myself and not have to share with the rice congee soup people.	0
3793	rice congee soup	I keep my fingers crossed the whole subway ride hoping that there will be a table I can sit at by myself and not have to share with the rice congee soup people.	0
3794	Spreads	Spreads and toppings are great - though a bit pricey.	1
3795	toppings	Spreads and toppings are great - though a bit pricey.	1
3796	brunch	We had a 3 hour brunch- they definitely do not rush you- and they kept the unlimited mimosas flowing the whole time.	1
3797	mimosas	We had a 3 hour brunch- they definitely do not rush you- and they kept the unlimited mimosas flowing the whole time.	1
3798	prices	And their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service!	-1
3799	prices	And their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service!	-1
3800	food	And their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service!	-1
3801	service	And their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service!	-1
3802	service	The service was excellent, the food was excellent, but the entire experience was very cool.	1
3803	food	The service was excellent, the food was excellent, but the entire experience was very cool.	1
3804	drinks	Great spot, whether looking for a couple of drinks or quiet dinner.	1
3805	dinner	Great spot, whether looking for a couple of drinks or quiet dinner.	1
3806	spot	Great spot, whether looking for a couple of drinks or quiet dinner.	1
3807	cafe	The cafe itself was really nice with comfortable outdoor chairs and tables, but the service could have been better.	1
3808	outdoor chairs	The cafe itself was really nice with comfortable outdoor chairs and tables, but the service could have been better.	1
3809	tables	The cafe itself was really nice with comfortable outdoor chairs and tables, but the service could have been better.	1
3810	service	The cafe itself was really nice with comfortable outdoor chairs and tables, but the service could have been better.	-1
3811	salads	Although we were looking for regular lettuce and some walnuts the salads we got were great.	1
3812	lettuce	Although we were looking for regular lettuce and some walnuts the salads we got were great.	0
3813	walnuts	Although we were looking for regular lettuce and some walnuts the salads we got were great.	0
3814	priced	both are very reasonably priced (around $8 for dinner and $5 for lunch), and are delicious and filling.	1
3815	dinner	both are very reasonably priced (around $8 for dinner and $5 for lunch), and are delicious and filling.	1
3816	lunch	both are very reasonably priced (around $8 for dinner and $5 for lunch), and are delicious and filling.	1
3817	portion sizes	The portion sizes here are huge, and the sushi is good.	1
3818	sushi	The portion sizes here are huge, and the sushi is good.	1
3819	menu	This wasn't the expected menu comprised only of pad thai and tom yum soup, but I thought that was what made the place so special.	0
3820	pad thai	This wasn't the expected menu comprised only of pad thai and tom yum soup, but I thought that was what made the place so special.	0
3821	tom yum soup	This wasn't the expected menu comprised only of pad thai and tom yum soup, but I thought that was what made the place so special.	0
3822	caviar	I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.	1
3823	service	I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.	1
3824	Neapolitan fare	For years, I thought Tuscan cuisine was the best, but Salvatore converted me to the hearty Neapolitan fare on my first visit.	1
3825	entrees	Plus, when our entrees were held up in the kitchen on a busy Saturday night, the owner sent over complimentary summer rolls to hold us over!	-1
3826	summer rolls	Plus, when our entrees were held up in the kitchen on a busy Saturday night, the owner sent over complimentary summer rolls to hold us over!	1
3827	owner	Plus, when our entrees were held up in the kitchen on a busy Saturday night, the owner sent over complimentary summer rolls to hold us over!	1
3828	lobster teriyaki	Try the lobster teriyaki and the rose special roll.	1
3829	rose special roll	Try the lobster teriyaki and the rose special roll.	1
3830	food	The food was delicious, the atmosphere was relaxed, and we have now adopted Plate 347 as our Secret on Second!	1
3831	atmosphere	The food was delicious, the atmosphere was relaxed, and we have now adopted Plate 347 as our Secret on Second!	1
3832	food	I found the food, service and value exceptional everytime I have been there.	1
3833	service	I found the food, service and value exceptional everytime I have been there.	1
3834	value	I found the food, service and value exceptional everytime I have been there.	1
3835	glass of wine	I am a 100 lb girl, had a glass of wine and a glass of beer prior to the dinner, and I was still HUNGRY after my visit to this place!	0
3836	glass of beer	I am a 100 lb girl, had a glass of wine and a glass of beer prior to the dinner, and I was still HUNGRY after my visit to this place!	0
3837	dinner	I am a 100 lb girl, had a glass of wine and a glass of beer prior to the dinner, and I was still HUNGRY after my visit to this place!	0
3838	drinks	The drinks are a saving grace, but service staff, please, get over yourselves.	1
3839	service staff	The drinks are a saving grace, but service staff, please, get over yourselves.	-1
3840	prices	The prices are exceptionally reasonable for food of this caliber.	1
3841	food	The prices are exceptionally reasonable for food of this caliber.	1
3842	food	I had been a regular due to the consistently good food and ease of getting a table.	1
3843	getting a table	I had been a regular due to the consistently good food and ease of getting a table.	1
3844	pastrami on challah sandwich	I didn't expect to like Nosh as much as I did, but the pastrami on challah sandwich I had was otherworldly, the soups are like Mom's, and the knishes give Yonah Schimmel's a run for its money.	1
3845	soups	I didn't expect to like Nosh as much as I did, but the pastrami on challah sandwich I had was otherworldly, the soups are like Mom's, and the knishes give Yonah Schimmel's a run for its money.	1
3846	knishes	I didn't expect to like Nosh as much as I did, but the pastrami on challah sandwich I had was otherworldly, the soups are like Mom's, and the knishes give Yonah Schimmel's a run for its money.	1
3847	atomosphere	Cozy romantic atomosphere with only around 15 tables at most.	1
3848	tables	Cozy romantic atomosphere with only around 15 tables at most.	1
3849	scallops	I really like both the scallops and the mahi mahi (on saffron risotto-yum!).	1
3850	mahi mahi (on saffron risotto	I really like both the scallops and the mahi mahi (on saffron risotto-yum!).	1
3851	ambience	The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.	1
3852	prices	The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.	1
3853	food	The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.	1
3854	spring rolls	Really tasty spring rolls and noodles for a good price though.	1
3855	noodles	Really tasty spring rolls and noodles for a good price though.	1
3856	price	Really tasty spring rolls and noodles for a good price though.	1
3857	dim sum	Good, because hey, it's more food, but bad because dim sum is supposed to be smaller portions so you can try out more dishes and smaller so that each dish is cheap.	-1
3858	food	Good, because hey, it's more food, but bad because dim sum is supposed to be smaller portions so you can try out more dishes and smaller so that each dish is cheap.	1
3859	portions	Good, because hey, it's more food, but bad because dim sum is supposed to be smaller portions so you can try out more dishes and smaller so that each dish is cheap.	-1
3860	dishes	Good, because hey, it's more food, but bad because dim sum is supposed to be smaller portions so you can try out more dishes and smaller so that each dish is cheap.	0
3861	dish	Good, because hey, it's more food, but bad because dim sum is supposed to be smaller portions so you can try out more dishes and smaller so that each dish is cheap.	0
3862	drinks	While most people can attest to spending over $50 on drinks in New York bars and hardly feeling a thing, the drinks here are plentiful and unique.	-1
3863	bars	While most people can attest to spending over $50 on drinks in New York bars and hardly feeling a thing, the drinks here are plentiful and unique.	-1
3864	drinks	While most people can attest to spending over $50 on drinks in New York bars and hardly feeling a thing, the drinks here are plentiful and unique.	1
3865	stuff	Complimentary stuff kept coming, and when the waiter saw me opening a gift, I received my dessert on a plate that had Happy Birthday written on it, with a candlevery nice touch, and attentive staff.	1
3866	waiter	Complimentary stuff kept coming, and when the waiter saw me opening a gift, I received my dessert on a plate that had Happy Birthday written on it, with a candlevery nice touch, and attentive staff.	1
3867	dessert	Complimentary stuff kept coming, and when the waiter saw me opening a gift, I received my dessert on a plate that had Happy Birthday written on it, with a candlevery nice touch, and attentive staff.	1
3868	staff	Complimentary stuff kept coming, and when the waiter saw me opening a gift, I received my dessert on a plate that had Happy Birthday written on it, with a candlevery nice touch, and attentive staff.	1
3869	seafood	If you are someone who appreciates simplicity, elegance, and wonderfully presented and tasting seafood and vegetables regardless of portion size, Kai is your place.	1
3870	vegetables	If you are someone who appreciates simplicity, elegance, and wonderfully presented and tasting seafood and vegetables regardless of portion size, Kai is your place.	1
3871	portion size	If you are someone who appreciates simplicity, elegance, and wonderfully presented and tasting seafood and vegetables regardless of portion size, Kai is your place.	-1
3872	prices	The prices cannot be beat for the quality, quantity, freshness and taste.	1
3873	quality	The prices cannot be beat for the quality, quantity, freshness and taste.	1
3874	quantity	The prices cannot be beat for the quality, quantity, freshness and taste.	1
3875	freshness	The prices cannot be beat for the quality, quantity, freshness and taste.	1
3876	taste	The prices cannot be beat for the quality, quantity, freshness and taste.	1
3877	stomach	Check it out, it won't hurt your stomach or your wallet.	1
3878	wallet	Check it out, it won't hurt your stomach or your wallet.	1
3879	SERVICE	INCREDIBLY POOR SERVICE AN FOOD QUALITY AT EXORBITANT PRICES.	-1
3880	FOOD QUALITY	INCREDIBLY POOR SERVICE AN FOOD QUALITY AT EXORBITANT PRICES.	-1
3881	PRICES	INCREDIBLY POOR SERVICE AN FOOD QUALITY AT EXORBITANT PRICES.	-1
3882	dinner specials	We usually just get some of the dinner specials and they are very reasonably priced and very tasty.	1
3883	priced	We usually just get some of the dinner specials and they are very reasonably priced and very tasty.	1
3884	food	Horrible food and Horrible service.	-1
3885	service	Horrible food and Horrible service.	-1
3886	wine	The wine and cheese plate are plentiful and can't wait to try the fondue or table grilling.	1
3887	cheese	The wine and cheese plate are plentiful and can't wait to try the fondue or table grilling.	1
3888	fondue	The wine and cheese plate are plentiful and can't wait to try the fondue or table grilling.	1
3889	table grilling	The wine and cheese plate are plentiful and can't wait to try the fondue or table grilling.	1
3890	exotic salad	Their exotic salad is basic ly a delcious little green salad with a peanut sauce that is perfect before their sweet basil fried tofu.	1
3891	green salad	Their exotic salad is basic ly a delcious little green salad with a peanut sauce that is perfect before their sweet basil fried tofu.	1
3892	sweet basil fried tofu	Their exotic salad is basic ly a delcious little green salad with a peanut sauce that is perfect before their sweet basil fried tofu.	1
3893	peanut sauce	Their exotic salad is basic ly a delcious little green salad with a peanut sauce that is perfect before their sweet basil fried tofu.	1
3894	food	Even if the food wasn't this good, the garden is a great place to sit outside and relax.	1
3895	garden	Even if the food wasn't this good, the garden is a great place to sit outside and relax.	1
3896	place	Even if the food wasn't this good, the garden is a great place to sit outside and relax.	1
3897	food	The food came out wrong, the waiter was no where to be found and the wine showed up at the end of the meal.	-1
3898	waiter	The food came out wrong, the waiter was no where to be found and the wine showed up at the end of the meal.	-1
3899	wine	The food came out wrong, the waiter was no where to be found and the wine showed up at the end of the meal.	-1
3900	meal	The food came out wrong, the waiter was no where to be found and the wine showed up at the end of the meal.	0
3901	chicken	The chicken and steak were seasoned and cooked to perfection, and the lamb sandwhich is great for heartier appetites.	1
3902	steak	The chicken and steak were seasoned and cooked to perfection, and the lamb sandwhich is great for heartier appetites.	1
3903	lamb sandwhich	The chicken and steak were seasoned and cooked to perfection, and the lamb sandwhich is great for heartier appetites.	1
3904	food	The food was great and the service was even better.	1
3905	service	The food was great and the service was even better.	1
3906	rice	While this can hardly be called a restaurant, it is possibly the best deal in Manhatten: $4 for a plate heaped with rice and 2-3 entrees.	1
3907	entrees	While this can hardly be called a restaurant, it is possibly the best deal in Manhatten: $4 for a plate heaped with rice and 2-3 entrees.	1
3908	Traditional French decour	Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.	1
3909	hall	Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.	-1
3910	fish	The fish is fresh and each piece is sliced to perfection and seasoned by the sushi chef (usually with a little fresh wasabi and soy sauce but also sometimes with some sea salt).	1
3911	sushi chef	The fish is fresh and each piece is sliced to perfection and seasoned by the sushi chef (usually with a little fresh wasabi and soy sauce but also sometimes with some sea salt).	1
3912	wasabi	The fish is fresh and each piece is sliced to perfection and seasoned by the sushi chef (usually with a little fresh wasabi and soy sauce but also sometimes with some sea salt).	1
3913	soy sauce	The fish is fresh and each piece is sliced to perfection and seasoned by the sushi chef (usually with a little fresh wasabi and soy sauce but also sometimes with some sea salt).	1
3914	sea salt	The fish is fresh and each piece is sliced to perfection and seasoned by the sushi chef (usually with a little fresh wasabi and soy sauce but also sometimes with some sea salt).	1
3915	lazy susans	If you are in a big group, this place is perfect because it recomends sharing - they have lazy susans on most tables - even families can feel comfortable here.	1
3916	tables	If you are in a big group, this place is perfect because it recomends sharing - they have lazy susans on most tables - even families can feel comfortable here.	1
3917	steak	Tasty steak, pork loin, the works.	1
3918	pork loin	Tasty steak, pork loin, the works.	1
3919	table	I went with 5 friends and we lingered at the table for a bit and didn't feel rushed at all even though there was a wait.	0
3920	wait	I went with 5 friends and we lingered at the table for a bit and didn't feel rushed at all even though there was a wait.	-1
3921	setting	I'd highly recommend it for a special occasion -- it provides and intimate setting and nice service.	1
3922	service	I'd highly recommend it for a special occasion -- it provides and intimate setting and nice service.	1
3923	discount	they did give a 15% discount at the end, wasn't enough, as they knew the service was horrible.	-1
3924	service	they did give a 15% discount at the end, wasn't enough, as they knew the service was horrible.	-1
3925	portions	Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!	1
3926	food	Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!	1
3927	price	The price was extremely reasonable for the appetizers and food we ate.	1
3928	appetizers	The price was extremely reasonable for the appetizers and food we ate.	1
3929	food	The price was extremely reasonable for the appetizers and food we ate.	1
3930	vegetarian dishes	Don't dine at Tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections.	-1
3931	non-veg selections	Don't dine at Tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections.	1
3932	sushi	They need a kick out of it but until then the sushi is pretty good and the place is consistent.	1
3933	place	They need a kick out of it but until then the sushi is pretty good and the place is consistent.	1
3934	lunch	I've had to wait only a few times during lunch but this place is definitely worth the wait.	0
3935	wait	I've had to wait only a few times during lunch but this place is definitely worth the wait.	1
3936	food	All in all the food was above average and I would return to see how they operate with four or less dinners.	1
3937	dinners	All in all the food was above average and I would return to see how they operate with four or less dinners.	0
3938	food	Delicious food, excellent service, and a pretty atmosphere make this a great choice for dinner and the $5.99 lunch buffet makes it an even better choice for lunch!	1
