	Unnamed: 0	target	text	sentiment	target_text
4122	2066	lamb chop	I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.	1	I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil. [SEP] lamb chop
2727	671	speed	Most everything is fine with this machine: speed, capacity, build.	1	Most everything is fine with this machine: speed, capacity, build. [SEP] speed
2074	18	edge	In the shop, these MacBooks are encased in a soft rubber enclosure - so you will never know about the razor edge until you buy it, get it home, break the seal and use it (very clever con).	-1	In the shop, these MacBooks are encased in a soft rubber enclosure - so you will never know about the razor edge until you buy it, get it home, break the seal and use it (very clever con). [SEP] edge
5080	3024	Lobster Cobb Salad	The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad.	0	The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad. [SEP] Lobster Cobb Salad
4102	2046	sauce on the pizza	The sauce on the pizza is sooo good with garlic and fresh tomatoes and they don't skimp.	1	The sauce on the pizza is sooo good with garlic and fresh tomatoes and they don't skimp. [SEP] sauce on the pizza
3104	1048	browsing	I'm learning the finger options for the mousepad that allow for quicker browsing of web pages.	1	I'm learning the finger options for the mousepad that allow for quicker browsing of web pages. [SEP] browsing
197	197	LOCATION1	(highly recommended) LOCATION1	1	(highly recommended) LOCATION1 [SEP] LOCATION1
4212	2156	menu	They even have a section in the menu called American Chinese food!	-1	They even have a section in the menu called American Chinese food! [SEP] menu
154	154	LOCATION1	 Most of LOCATION1 is fine	1	 Most of LOCATION1 is fine [SEP] LOCATION1
3205	1149	processor	super fast processor and really nice graphics card..	1	super fast processor and really nice graphics card.. [SEP] processor
2415	359	warranty	They say that this will invalidate the warranty on the hard drive (I don't really understand why but anyway).	-1	They say that this will invalidate the warranty on the hard drive (I don't really understand why but anyway). [SEP] warranty
2417	361	home use	A great computer for light home use and business use.	1	A great computer for light home use and business use. [SEP] home use
3996	1940	specials	First, the waiter who served us neglected to fill us in on the specials, which I would have chosen had I known about them.	1	First, the waiter who served us neglected to fill us in on the specials, which I would have chosen had I known about them. [SEP] specials
3727	1671	service	I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.	1	I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service. [SEP] service
4521	2465	food	The food inludes famous scrumptious bombay style chaat such as bhelpuri, sevpuri and samosa chaats, as well as other great indian appetizers.	1	The food inludes famous scrumptious bombay style chaat such as bhelpuri, sevpuri and samosa chaats, as well as other great indian appetizers. [SEP] food
481	481	LOCATION1	I'm living in LOCATION1 at the moment and am extremely unhappy ,  the area is a bit scary at night and need to move asap	-1	I'm living in LOCATION1 at the moment and am extremely unhappy ,  the area is a bit scary at night and need to move asap [SEP] LOCATION1
4269	2213	reservation	Make reservations but expect to be delayed 15-20 minutes as the hosting staff was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to Time Square.	0	Make reservations but expect to be delayed 15-20 minutes as the hosting staff was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to Time Square. [SEP] reservation
778	778	LOCATION1	LOCATION1 on the other hand is a bit of a hole	-1	LOCATION1 on the other hand is a bit of a hole [SEP] LOCATION1
3800	1744	mozzarella	He not only makes his own homemade mozzarella, but every pie is ultra fresh.	1	He not only makes his own homemade mozzarella, but every pie is ultra fresh. [SEP] mozzarella
1104	1104	LOCATION1	You will like LOCATION1 very much 	1	You will like LOCATION1 very much  [SEP] LOCATION1
5572	3516	drinks	We love the food, drinks, and atmosphere!	1	We love the food, drinks, and atmosphere! [SEP] drinks
1463	1463	LOCATION1	some of those streets above LOCATION1 are quite nice but maybe be careful how late at night you walk down from the tube, LOCATION1 tube at night can be particlarly nasty	1	some of those streets above LOCATION1 are quite nice but maybe be careful how late at night you walk down from the tube, LOCATION1 tube at night can be particlarly nasty [SEP] LOCATION1
1607	1607	LOCATION1	Also, in the back streets behind LOCATION1 (such as Goodge Street and Mortimer Street) you can get a number of nice places with a more traditional feel, and these are usually a bit cheaper as well 	1	Also, in the back streets behind LOCATION1 (such as Goodge Street and Mortimer Street) you can get a number of nice places with a more traditional feel, and these are usually a bit cheaper as well  [SEP] LOCATION1
3706	1650	service	The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.	1	The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs. [SEP] service
1293	1293	LOCATION1	LOCATION1 is a better area after LOCATION2	1	LOCATION1 is a better area after LOCATION2 [SEP] LOCATION1
1466	1466	LOCATION1	there aren't many nice places in south east, mayb LOCATION2 and LOCATION1 isn't as bad as everyone thinks and the houses are beautiful	1	there aren't many nice places in south east, mayb LOCATION2 and LOCATION1 isn't as bad as everyone thinks and the houses are beautiful [SEP] LOCATION1
5819	3763	service	The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.	1	The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura. [SEP] service
1662	1662	LOCATION1	I like the London borough of LOCATION2 in the south and the LOCATION1 in the north	1	I like the London borough of LOCATION2 in the south and the LOCATION1 in the north [SEP] LOCATION1
1452	1452	LOCATION2	i have lived in London my whole life and have lived all over  (LOCATION1 LOCATION2) are definitely my favourites	1	i have lived in London my whole life and have lived all over  (LOCATION1 LOCATION2) are definitely my favourites [SEP] LOCATION2
455	455	LOCATION2	I would say somewhere like LOCATION1 or LOCATION2	1	I would say somewhere like LOCATION1 or LOCATION2 [SEP] LOCATION2
2255	199	antivirus software	With a mac you don't have to worry about antivirus software or firewall, it's so wonderful.	0	With a mac you don't have to worry about antivirus software or firewall, it's so wonderful. [SEP] antivirus software
5248	3192	hot pot with seafood	My entree of hot pot with seafood was full of imitation crabmeat with a couple pieces of shrimp and squid, and was unnecessarily heated with a burner.	-1	My entree of hot pot with seafood was full of imitation crabmeat with a couple pieces of shrimp and squid, and was unnecessarily heated with a burner. [SEP] hot pot with seafood
4076	2020	chocolate souffle with rasberry mint sorbet	From beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations.	1	From beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations. [SEP] chocolate souffle with rasberry mint sorbet
4147	2091	fried dumplings	The scallion pancakes and fried dumplings were nothing out of the ordinary.	0	The scallion pancakes and fried dumplings were nothing out of the ordinary. [SEP] fried dumplings
1449	1449	LOCATION2	avoid LOCATION2 and LOCATION1 , the rest is ok to good	-1	avoid LOCATION2 and LOCATION1 , the rest is ok to good [SEP] LOCATION2
4809	2753	ambience	The ambience is authentic and relaxing and we have always received attentive and prompt service.	1	The ambience is authentic and relaxing and we have always received attentive and prompt service. [SEP] ambience
1549	1549	LOCATION1	 Unless you want to go to private nightclubs in the evening and have lots of cash to spend, don't suggest LOCATION1	-1	 Unless you want to go to private nightclubs in the evening and have lots of cash to spend, don't suggest LOCATION1 [SEP] LOCATION1
2427	371	Vista	I noticed windows has a new system called Windows 7, what about us Vista users?  They should get all the bugs out of Vista before investing in a new system.	0	I noticed windows has a new system called Windows 7, what about us Vista users?  They should get all the bugs out of Vista before investing in a new system. [SEP] Vista
254	254	LOCATION2	As a general rule, avoid certain areas of south London such as LOCATION1 and the LOCATION2 complex, which have bad reputations for drugs and gun crime	-1	As a general rule, avoid certain areas of south London such as LOCATION1 and the LOCATION2 complex, which have bad reputations for drugs and gun crime [SEP] LOCATION2
2548	492	screen	(I had been a Windows/Linux user before this) I love the size because the screen is big enough for what I use it for (Internet, artwork), and yet it is small enough to be reasonably portable.	1	(I had been a Windows/Linux user before this) I love the size because the screen is big enough for what I use it for (Internet, artwork), and yet it is small enough to be reasonably portable. [SEP] screen
5694	3638	service	Over time, the food quality has decreased substantially, it is a lot less crowded than it used to, and the service must definitely be part of the reason.	-1	Over time, the food quality has decreased substantially, it is a lot less crowded than it used to, and the service must definitely be part of the reason. [SEP] service
1388	1388	LOCATION1	Live in LOCATION1  LOCATION1  Mostly young people, nice area can be expensive though	1	Live in LOCATION1  LOCATION1  Mostly young people, nice area can be expensive though [SEP] LOCATION1
1113	1113	LOCATION1	actually LOCATION1 is nice , multicultural and you get to meet all sorts of people 	1	actually LOCATION1 is nice , multicultural and you get to meet all sorts of people  [SEP] LOCATION1
2242	186	CD drive	They sent out the box right away for me to send in my computer, they paid postage and whatnot, but when I got my computer back it still wasn't running right, and now my CD drive wasn't reading anything!	-1	They sent out the box right away for me to send in my computer, they paid postage and whatnot, but when I got my computer back it still wasn't running right, and now my CD drive wasn't reading anything! [SEP] CD drive
4114	2058	measures of liquers	Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...	1	Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house... [SEP] measures of liquers
3411	1355	repair center	Called Acer many times, they want me to pay the shipping to ship it to their repair center - I was very disappointed since it is a brand new computer!	0	Called Acer many times, they want me to pay the shipping to ship it to their repair center - I was very disappointed since it is a brand new computer! [SEP] repair center
4990	2934	desserts	They've the best desserts and mixed drinks as well as snack foods.	1	They've the best desserts and mixed drinks as well as snack foods. [SEP] desserts
303	303	LOCATION1	Eg i wouldnt move to LOCATION1	-1	Eg i wouldnt move to LOCATION1 [SEP] LOCATION1
3674	1618	filling pasta mains	The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.	1	The anti-pasta was excellent, especially the calamari, as were the filling pasta mains. [SEP] filling pasta mains
1384	1384	LOCATION1	LOCATION2 or LOCATION1 are the best places	1	LOCATION2 or LOCATION1 are the best places [SEP] LOCATION1
3772	1716	containers for condiments	As we were sitting eating the subpar food the manager proceeded to berate a couple of his employees for putting out the wrong containers for condiments and explained to them how expensive these containers were.	-1	As we were sitting eating the subpar food the manager proceeded to berate a couple of his employees for putting out the wrong containers for condiments and explained to them how expensive these containers were. [SEP] containers for condiments
2490	434	size	Until I bought the Dell, I thought you just looked for what you wanted (size, software, options, hardware) and purchase the best deal you could find.	0	Until I bought the Dell, I thought you just looked for what you wanted (size, software, options, hardware) and purchase the best deal you could find. [SEP] size
4062	2006	noodle dishes	The photobook menu was a cute touch, certainly helped my group and I pick the fried chicken, pork chop, and noodle dishes that we all ordered.	0	The photobook menu was a cute touch, certainly helped my group and I pick the fried chicken, pork chop, and noodle dishes that we all ordered. [SEP] noodle dishes
4032	1976	food	The food looked very appetizing and delicious since it came on a variety of fancy plates.	1	The food looked very appetizing and delicious since it came on a variety of fancy plates. [SEP] food
4286	2230	entree	The secret is the lunch menu which offers a complimentary appetizer with every entree ordered.	1	The secret is the lunch menu which offers a complimentary appetizer with every entree ordered. [SEP] entree
2780	724	browsers	I was loving this Netbook because it had an amazing screen and display and was small and light, but after 1 week it stopped openning web pages for me (even after installing new browsers) then eventually it just started giving me a blue screen and crashing everytime I booted it.	0	I was loving this Netbook because it had an amazing screen and display and was small and light, but after 1 week it stopped openning web pages for me (even after installing new browsers) then eventually it just started giving me a blue screen and crashing everytime I booted it. [SEP] browsers
1801	1801	LOCATION1	LOCATION1 is delightful	1	LOCATION1 is delightful [SEP] LOCATION1
4096	2040	sushi	Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .	1	Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too . [SEP] sushi
3213	1157	windows 7	I love windows 7 but i can't give Toshiba any credit for that, unless y'all get serious about ergonomics and making required connections less obtrusive i will be looking to different manufacturer next time.	1	I love windows 7 but i can't give Toshiba any credit for that, unless y'all get serious about ergonomics and making required connections less obtrusive i will be looking to different manufacturer next time. [SEP] windows 7
3016	960	battery life	The system constantly overheats, the battery life is too short, the case is coming apart, and my core applications that I use every day in my work as a graphic artist run poorly.	-1	The system constantly overheats, the battery life is too short, the case is coming apart, and my core applications that I use every day in my work as a graphic artist run poorly. [SEP] battery life
3792	1736	service	For the people who want great food plus great service, Roxy is a place to AVOID!	-1	For the people who want great food plus great service, Roxy is a place to AVOID! [SEP] service
5356	3300	service	Besides, when you have bad service, that's less money you have to tip.	-1	Besides, when you have bad service, that's less money you have to tip. [SEP] service
5390	3334	decor	Service is extraordinary, yet not overbearing, and the decor brings a taste of trendy SoHo into Queens.	1	Service is extraordinary, yet not overbearing, and the decor brings a taste of trendy SoHo into Queens. [SEP] decor
1116	1116	LOCATION2	avoid LOCATION2 and LOCATION1 , the rest is ok to good	-1	avoid LOCATION2 and LOCATION1 , the rest is ok to good [SEP] LOCATION2
6027	3971	cold lobster salad	One of my favorites though was the Angry Lobster, a cold lobster salad that was magnificent.	1	One of my favorites though was the Angry Lobster, a cold lobster salad that was magnificent. [SEP] cold lobster salad
15	15	LOCATION1	  LOCATION1 ( pronounced Gren- Itch) is a lovely town, but parts of it can be very expensive	1	  LOCATION1 ( pronounced Gren- Itch) is a lovely town, but parts of it can be very expensive [SEP] LOCATION1
1476	1476	LOCATION1	  I only go to LOCATION1 to  IKEA - I find it depressing - so I don't go anymore	-1	  I only go to LOCATION1 to  IKEA - I find it depressing - so I don't go anymore [SEP] LOCATION1
2526	470	bulk	The screen is framed by half- to a full-inch margin that is obviously unnecessary, reduces the screen size and increases the bulk.	-1	The screen is framed by half- to a full-inch margin that is obviously unnecessary, reduces the screen size and increases the bulk. [SEP] bulk
5207	3151	eggs	Delicate spices, onions, eggs and a kick-ass roti.	1	Delicate spices, onions, eggs and a kick-ass roti. [SEP] eggs
3842	1786	service	A++   The service was good to excellent along with the attitude.	1	A++   The service was good to excellent along with the attitude. [SEP] service
2075	19	multi-touch gestures	However, the multi-touch gestures and large tracking area make having an external mouse unnecessary (unless you're gaming).	1	However, the multi-touch gestures and large tracking area make having an external mouse unnecessary (unless you're gaming). [SEP] multi-touch gestures
3554	1498	place	Right off the L in Brooklyn this is a nice cozy place with good pizza.	1	Right off the L in Brooklyn this is a nice cozy place with good pizza. [SEP] place
5655	3599	ingrediants	I love when restaurants think using fancy expensive ingrediants makes the food fine cuisine, even with no idea how to use them.	1	I love when restaurants think using fancy expensive ingrediants makes the food fine cuisine, even with no idea how to use them. [SEP] ingrediants
1677	1677	LOCATION1	I prefer LOCATION1 myself as I was lucky enough to live there for a few years and the buildings are amazing, huge and the locals are lovely people 	1	I prefer LOCATION1 myself as I was lucky enough to live there for a few years and the buildings are amazing, huge and the locals are lovely people  [SEP] LOCATION1
5910	3854	spring rolls	Really tasty spring rolls and noodles for a good price though.	1	Really tasty spring rolls and noodles for a good price though. [SEP] spring rolls
2023	2023	LOCATION1	You might want to consider LOCATION1 or parts of LOCATION2,all up and coming areas and  relatively quite pleasant and affordable areas to live in and not too far in terms of commuting distance to central London 	1	You might want to consider LOCATION1 or parts of LOCATION2,all up and coming areas and  relatively quite pleasant and affordable areas to live in and not too far in terms of commuting distance to central London  [SEP] LOCATION1
5330	3274	pizza	Other guests enjoyed pizza, santa fe chopped salad and fish and chips.	1	Other guests enjoyed pizza, santa fe chopped salad and fish and chips. [SEP] pizza
3351	1295	memory	And at one point, they blame me for installing a bad memory stick when I upgrade my memory for the first time during my purchase of the laptop (I bought the memory stick they recomended).	0	And at one point, they blame me for installing a bad memory stick when I upgrade my memory for the first time during my purchase of the laptop (I bought the memory stick they recomended). [SEP] memory
616	616	LOCATION1	LOCATION1 is a good part of London to be going to uni	1	LOCATION1 is a good part of London to be going to uni [SEP] LOCATION1
1101	1101	LOCATION2	You might want to look just south of the river LOCATION2 or LOCATION1	1	You might want to look just south of the river LOCATION2 or LOCATION1 [SEP] LOCATION2
2721	665	keyboard	Returned laptop for repair a 2nd time and it came back with obvious physical damage (keyboard bulging and speaker grill pressed in), buttons not working and USB ports inoperative.	-1	Returned laptop for repair a 2nd time and it came back with obvious physical damage (keyboard bulging and speaker grill pressed in), buttons not working and USB ports inoperative. [SEP] keyboard
2989	933	processing power	This is a nicely sized laptop with lots of processing power and long battery life.	1	This is a nicely sized laptop with lots of processing power and long battery life. [SEP] processing power
2720	664	online chat	I could not find a phone number anywhere to call an actual live person for tech support and had to result the their online chat.	0	I could not find a phone number anywhere to call an actual live person for tech support and had to result the their online chat. [SEP] online chat
4448	2392	service	Haru serves very fresh fish, has a trendy, modern ambiance, prime location on Park Avenue South and friendly service.	1	Haru serves very fresh fish, has a trendy, modern ambiance, prime location on Park Avenue South and friendly service. [SEP] service
1760	1760	LOCATION1	LOCATION1 area is very good  	1	LOCATION1 area is very good   [SEP] LOCATION1
742	742	LOCATION1	LOCATION1 is quite a ghetto area of London , and has one of the highest crime rates	-1	LOCATION1 is quite a ghetto area of London , and has one of the highest crime rates [SEP] LOCATION1
440	440	LOCATION1	I would have said LOCATION2 and LOCATION1 are obviously very nice, but hardly affordable	1	I would have said LOCATION2 and LOCATION1 are obviously very nice, but hardly affordable [SEP] LOCATION1
1486	1486	LOCATION1	  LOCATION1 in LOCATION1 is lovely	1	  LOCATION1 in LOCATION1 is lovely [SEP] LOCATION1
5546	3490	dimsum	Stick to dimsum, not super overpriced noodles.	1	Stick to dimsum, not super overpriced noodles. [SEP] dimsum
1583	1583	LOCATION1	 yes LOCATION2 London and LOCATION1 are very good areas	1	 yes LOCATION2 London and LOCATION1 are very good areas [SEP] LOCATION1
983	983	LOCATION1	The LOCATION1 area is lovely  	1	The LOCATION1 area is lovely   [SEP] LOCATION1
3250	1194	size	I love the size, keyboard, the functions.	1	I love the size, keyboard, the functions. [SEP] size
3176	1120	hard drive	After replacing the hard drive the battery stopped working  (3 months of use) which was frustrating.	0	After replacing the hard drive the battery stopped working  (3 months of use) which was frustrating. [SEP] hard drive
3186	1130	games	The ATI graphics card is a huge plus, definitely a good value if you need to be able to run some slightly older games that a Intel built-in card would have trouble with, such as Half-Life 2 or even World of Warcraft.	0	The ATI graphics card is a huge plus, definitely a good value if you need to be able to run some slightly older games that a Intel built-in card would have trouble with, such as Half-Life 2 or even World of Warcraft. [SEP] games
3749	1693	rice	It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.	0	It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice. [SEP] rice
3830	1774	drinks	Next time, we wouldn't dare ordering anything else other than some simple Asian appetizers and drinks.	1	Next time, we wouldn't dare ordering anything else other than some simple Asian appetizers and drinks. [SEP] drinks
2814	758	features	The dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features.	1	The dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features. [SEP] features
3191	1135	power	It has easy to use features and all the speed and power I could ask for.	1	It has easy to use features and all the speed and power I could ask for. [SEP] power
3278	1222	display	The reflectiveness of the display is only a minor inconvenience if you work in a controlled-lighting environment like me (I prefer it dark) or if you can crank up the brightness.	-1	The reflectiveness of the display is only a minor inconvenience if you work in a controlled-lighting environment like me (I prefer it dark) or if you can crank up the brightness. [SEP] display
1504	1504	LOCATION2	 Don't do LOCATION2 and Don't do LOCATION1 either	-1	 Don't do LOCATION2 and Don't do LOCATION1 either [SEP] LOCATION2
4173	2117	prices	Even though its good seafood, the prices are too high.	-1	Even though its good seafood, the prices are too high. [SEP] prices
2343	287	boot	The Aspire wont even boot past the Acer screen with a Droid (I have tried both Motorola and HTC) plugged into the USB port.	-1	The Aspire wont even boot past the Acer screen with a Droid (I have tried both Motorola and HTC) plugged into the USB port. [SEP] boot
480	480	LOCATION1	I'm a fan of LOCATION1 though	1	I'm a fan of LOCATION1 though [SEP] LOCATION1
1746	1746	LOCATION1	LOCATION1 North, SE1.not really  its ok though	-1	LOCATION1 North, SE1.not really  its ok though [SEP] LOCATION1
3752	1696	dim sum	The dim sum is ok but doesn't taste that fresh, and the little dishes don't look steamy hot as they should (also note lack of Chinese here).	-1	The dim sum is ok but doesn't taste that fresh, and the little dishes don't look steamy hot as they should (also note lack of Chinese here). [SEP] dim sum
3883	1827	atmosphere	The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.	-1	The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can. [SEP] atmosphere
1468	1468	LOCATION1	try areas such as LOCATION1 that have a trendy feel and are popular with young professionals	1	try areas such as LOCATION1 that have a trendy feel and are popular with young professionals [SEP] LOCATION1
4015	1959	crew	Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.	1	Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor. [SEP] crew
756	756	LOCATION1	LOCATION1 is the hip area of London ~ its where the hip new boutiques are next to cool bars 	1	LOCATION1 is the hip area of London ~ its where the hip new boutiques are next to cool bars  [SEP] LOCATION1
4879	2823	slice	The ingredients taste fresher, the crust is thinner and crispier, the slice is less oily, and it's never burnt like it occasionally is at Joe's.	1	The ingredients taste fresher, the crust is thinner and crispier, the slice is less oily, and it's never burnt like it occasionally is at Joe's. [SEP] slice
949	949	LOCATION1	People always think LOCATION1 is bad 	-1	People always think LOCATION1 is bad  [SEP] LOCATION1
1485	1485	LOCATION2	  If I had the money LOCATION1 or LOCATION2 	1	  If I had the money LOCATION1 or LOCATION2  [SEP] LOCATION2
2080	24	system	When I finally had everything running with all my software installed I plugged in my droid to recharge and the system crashed.	-1	When I finally had everything running with all my software installed I plugged in my droid to recharge and the system crashed. [SEP] system
5493	3437	Cakebread Cabernet	From the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that I can't remember because of the fabulous Cakebread Cabernet we were drinking -- the whole evening was amazing.	1	From the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that I can't remember because of the fabulous Cakebread Cabernet we were drinking -- the whole evening was amazing. [SEP] Cakebread Cabernet
5053	2997	chicken with chili and lemon grass	the real kicker of the menu, however, is the beef cubes or the chicken with chili and lemon grass.	1	the real kicker of the menu, however, is the beef cubes or the chicken with chili and lemon grass. [SEP] chicken with chili and lemon grass
2152	96	speed	Yes, a Mac is much more money than the average laptop out there, but there is no comparison in style, speed and just cool factor.	1	Yes, a Mac is much more money than the average laptop out there, but there is no comparison in style, speed and just cool factor. [SEP] speed
5406	3350	fried tofu	The mussaman curry that I ordered was as thin as water and aside from the poorly fried tofu that I ordered in it, they graciously provided me with ONE piece of poorly cooked potato.	-1	The mussaman curry that I ordered was as thin as water and aside from the poorly fried tofu that I ordered in it, they graciously provided me with ONE piece of poorly cooked potato. [SEP] fried tofu
2416	360	hard drive	They say that this will invalidate the warranty on the hard drive (I don't really understand why but anyway).	0	They say that this will invalidate the warranty on the hard drive (I don't really understand why but anyway). [SEP] hard drive
3816	1760	place	The place is larger than most and features adequate seating unlike most joints, and has a bar which deserves a mention.	1	The place is larger than most and features adequate seating unlike most joints, and has a bar which deserves a mention. [SEP] place
3127	1071	screen	The graphics and screen are stunning and although I was a PC person, I was able to understand how to use a mac fairly quickly.	1	The graphics and screen are stunning and although I was a PC person, I was able to understand how to use a mac fairly quickly. [SEP] screen
293	293	LOCATION2	Definately not LOCATION2, but poosssibly LOCATION1	-1	Definately not LOCATION2, but poosssibly LOCATION1 [SEP] LOCATION2
1389	1389	LOCATION1	Look on Hostel sites  I like LOCATION1	1	Look on Hostel sites  I like LOCATION1 [SEP] LOCATION1
3958	1902	priced	Pair you food with the excellent beers on tap or their well priced wine list.	1	Pair you food with the excellent beers on tap or their well priced wine list. [SEP] priced
1750	1750	LOCATION2	LOCATION1 and LOCATION2 are not the nicest places in London	-1	LOCATION1 and LOCATION2 are not the nicest places in London [SEP] LOCATION2
4292	2236	shrimp scampi	The shrimp scampi was excellent and the antipasti were plentiful.	1	The shrimp scampi was excellent and the antipasti were plentiful. [SEP] shrimp scampi
3997	1941	served	First, the waiter who served us neglected to fill us in on the specials, which I would have chosen had I known about them.	-1	First, the waiter who served us neglected to fill us in on the specials, which I would have chosen had I known about them. [SEP] served
3153	1097	ease	Now I have the best of both worlds with all of the power and ease of the Mac!	1	Now I have the best of both worlds with all of the power and ease of the Mac! [SEP] ease
5560	3504	potato chips	And they have these home made potato chips at the bar that are the most delicious things in the world!	1	And they have these home made potato chips at the bar that are the most delicious things in the world! [SEP] potato chips
4818	2762	Onglet	Even better, they know how to cook French classics like Steak au Poivre and Onglet without burning it to death or overcooking it.	1	Even better, they know how to cook French classics like Steak au Poivre and Onglet without burning it to death or overcooking it. [SEP] Onglet
2184	128	applications	It's applications are terrific, including the replacements for Microsoft office.	1	It's applications are terrific, including the replacements for Microsoft office. [SEP] applications
2598	542	hard drive	Good keyboard, long battery life, largest hard drive and windows 7.	1	Good keyboard, long battery life, largest hard drive and windows 7. [SEP] hard drive
1429	1429	LOCATION1	Try looking at LOCATION2 or LOCATION1 boroughs	1	Try looking at LOCATION2 or LOCATION1 boroughs [SEP] LOCATION1
4887	2831	salads	They have a huge selection of different cream cheeses and all of their salads are great.	1	They have a huge selection of different cream cheeses and all of their salads are great. [SEP] salads
3473	1417	mayonnaise	They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.	-1	They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it. [SEP] mayonnaise
2216	160	screen	The screen is bright and the keyboard is nice;	1	The screen is bright and the keyboard is nice; [SEP] screen
2499	443	LCD	However, my girlfriend realized that the netbook's hinge is a bit loose (when you open or close the LCD).	0	However, my girlfriend realized that the netbook's hinge is a bit loose (when you open or close the LCD). [SEP] LCD
2260	204	Vista	I think part of the problem with this computer is Vista, yet I know Vista isn't the entire issue because my latest purchase was my Acer and it also has Vista (I should have waited the few months to get the next operating system).	-1	I think part of the problem with this computer is Vista, yet I know Vista isn't the entire issue because my latest purchase was my Acer and it also has Vista (I should have waited the few months to get the next operating system). [SEP] Vista
3708	1652	menu	The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.	0	The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs. [SEP] menu
2102	46	Windows 7	I also enjoy the fact that my MacBook Pro laptop allows me to run Windows 7 on it by using the VMWare program.	1	I also enjoy the fact that my MacBook Pro laptop allows me to run Windows 7 on it by using the VMWare program. [SEP] Windows 7
4822	2766	spinach and corn dumplings	Great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.	1	Great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom. [SEP] spinach and corn dumplings
1201	1201	LOCATION1	Consider trendy LOCATION1 (W11) in west London	1	Consider trendy LOCATION1 (W11) in west London [SEP] LOCATION1
2022	2022	LOCATION2	You might want to consider LOCATION1 or parts of LOCATION2,all up and coming areas and  relatively quite pleasant and affordable areas to live in and not too far in terms of commuting distance to central London 	1	You might want to consider LOCATION1 or parts of LOCATION2,all up and coming areas and  relatively quite pleasant and affordable areas to live in and not too far in terms of commuting distance to central London  [SEP] LOCATION2
6044	3988	beef	The dish had like 6 pieces of beef in it.	0	The dish had like 6 pieces of beef in it. [SEP] beef
5964	3908	Traditional French decour	Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.	1	Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation. [SEP] Traditional French decour
1322	1322	LOCATION1	LOCATION1 is great; not so much the other parts of LOCATION2	1	LOCATION1 is great; not so much the other parts of LOCATION2 [SEP] LOCATION1
